Unnamed: 0,imgs,masks
28,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_29.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_29.png
29,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_30.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_30.png
30,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_31.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_31.png
31,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_32.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_32.png
32,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_33.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_33.png
33,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_34.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_34.png
34,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_35.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_35.png
35,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_36.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_36.png
36,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_37.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_37.png
37,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_38.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_38.png
38,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_39.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_39.png
39,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_40.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_40.png
40,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_41.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_41.png
41,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_42.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_42.png
42,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_43.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_43.png
43,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_44.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_44.png
44,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_45.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_45.png
45,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_46.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_46.png
46,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_47.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_47.png
47,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_48.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_48.png
48,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_49.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_49.png
49,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_50.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_50.png
50,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_51.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_51.png
51,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_52.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_52.png
52,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_53.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_53.png
53,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_54.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_54.png
54,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_55.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_55.png
55,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_56.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_56.png
56,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_57.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_57.png
57,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_58.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_58.png
58,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_59.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_59.png
59,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_60.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_60.png
60,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_61.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_61.png
61,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_62.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_62.png
62,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_63.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_63.png
63,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_64.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_64.png
64,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_65.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_65.png
65,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_66.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_66.png
66,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_67.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_67.png
67,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_68.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_68.png
68,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_01.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_01.png
69,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_02.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_02.png
70,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_03.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_03.png
71,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_04.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_04.png
72,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_05.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_05.png
73,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_06.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_06.png
74,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_07.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_07.png
75,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_08.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_08.png
76,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_09.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_09.png
77,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_10.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_10.png
78,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_11.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_11.png
79,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_12.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_12.png
80,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_13.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_13.png
81,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_14.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_14.png
82,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_15.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_15.png
83,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_16.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_16.png
84,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_17.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_17.png
85,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_18.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_18.png
86,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_19.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_19.png
87,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_20.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_20.png
88,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_21.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_21.png
89,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_22.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_22.png
90,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_23.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_23.png
91,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_24.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_24.png
92,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_25.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_25.png
93,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_26.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_26.png
94,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_27.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_27.png
95,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_28.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_28.png
96,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_29.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_29.png
97,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_30.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_30.png
98,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_31.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_31.png
99,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_32.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_32.png
100,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_33.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_33.png
101,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_34.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_34.png
102,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_35.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_35.png
103,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_36.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_36.png
104,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_37.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_37.png
105,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_38.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_38.png
106,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_39.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_39.png
107,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_40.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_40.png
108,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_41.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_41.png
109,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_42.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_42.png
110,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_43.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_43.png
111,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_44.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_44.png
112,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_45.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_45.png
113,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_46.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_46.png
114,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_47.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_47.png
115,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_48.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_48.png
116,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_49.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_49.png
117,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_50.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_50.png
118,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_51.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_51.png
119,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_52.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_52.png
120,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_53.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_53.png
121,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_54.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_54.png
122,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_55.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_55.png
123,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_56.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_56.png
124,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_57.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_57.png
125,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_58.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_58.png
126,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_59.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_59.png
127,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_60.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_60.png
128,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_61.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_61.png
129,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_62.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_62.png
130,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_63.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_63.png
131,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_64.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_64.png
132,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_65.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_65.png
133,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_66.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_66.png
134,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/img/case5016_67.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5016/mask_anatomy_inst/case5016_67.png
